Date and time (UTC),Rocket,Rocket,Flight number,Launch site,Launch site,LSP,LSP,Year
23 June 19:10,Falcon 9 Full Thrust,Falcon 9 Full Thrust,F9-036,Kennedy LC-39A,Kennedy LC-39A,SpaceX,SpaceX,2017
23 June 19:10,,,,,,,,2017
23 June 19:10,,BulgariaSat-1,Bulsatcom,Geosynchronous,Communications,In orbit,Operational,2017
23 June 19:10,,Second flight of a Falcon 9 re-used first stage.[54],Second flight of a Falcon 9 re-used first stage.[54],Second flight of a Falcon 9 re-used first stage.[54],Second flight of a Falcon 9 re-used first stage.[54],Second flight of a Falcon 9 re-used first stage.[54],Second flight of a Falcon 9 re-used first stage.[54],2017
25 June 20:25:14,Falcon 9 Full Thrust,Falcon 9 Full Thrust,F9-037,Vandenberg SLC-4E,Vandenberg SLC-4E,SpaceX,SpaceX,2017
25 June 20:25:14,,,,,,,,2017
25 June 20:25:14,,Iridium NEXT 11–20,Iridium,Low Earth,Communications,In orbit,Operational,2017
28 June 20:59,Ariane 5 ECA,Ariane 5 ECA,VA238,Kourou ELA-3,Kourou ELA-3,Arianespace,Arianespace,2017
28 June 20:59,,,,,,,,2017
28 June 20:59,,EuropaSat / Hellas Sat 3,Inmarsat,Geosynchronous,Communications,In orbit,Operational,2017
28 June 20:59,,GSAT-17,ISRO,Geosynchronous,Communications,In orbit,Operational,2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → July[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → July[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → July[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → July[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → July[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → July[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → July[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → July[edit],2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec →,,,,,,,,2017
2 July 11:23:23,Long March 5,Long March 5,Y2[56],Wenchang LC-1,Wenchang LC-1,CASC,CASC,2017
2 July 11:23:23,,,,,,,,2017
2 July 11:23:23,,Shijian 18[14],CAST,Geosynchronous,Communications Technology demonstration,2 July 2017,Launch failure,2017
2 July 11:23:23,,"The cause of the failure was confirmed by CASC later, related to the anomaly happened on one of the YF-77 engine in the first stage.[55]","The cause of the failure was confirmed by CASC later, related to the anomaly happened on one of the YF-77 engine in the first stage.[55]","The cause of the failure was confirmed by CASC later, related to the anomaly happened on one of the YF-77 engine in the first stage.[55]","The cause of the failure was confirmed by CASC later, related to the anomaly happened on one of the YF-77 engine in the first stage.[55]","The cause of the failure was confirmed by CASC later, related to the anomaly happened on one of the YF-77 engine in the first stage.[55]","The cause of the failure was confirmed by CASC later, related to the anomaly happened on one of the YF-77 engine in the first stage.[55]",2017
5 July 23:38,Falcon 9 Full Thrust[58],Falcon 9 Full Thrust[58],F9-038,Kennedy LC-39A,Kennedy LC-39A,SpaceX,SpaceX,2017
5 July 23:38,,,,,,,,2017
5 July 23:38,,Intelsat 35e,Intelsat,Geosynchronous,Communications,In orbit,Operational,2017
5 July 23:38,,"Due to the satellite's heavy mass (6,761 kg),[57] the rocket flew in its expendable configuration and the first-stage booster was not recovered.[12]","Due to the satellite's heavy mass (6,761 kg),[57] the rocket flew in its expendable configuration and the first-stage booster was not recovered.[12]","Due to the satellite's heavy mass (6,761 kg),[57] the rocket flew in its expendable configuration and the first-stage booster was not recovered.[12]","Due to the satellite's heavy mass (6,761 kg),[57] the rocket flew in its expendable configuration and the first-stage booster was not recovered.[12]","Due to the satellite's heavy mass (6,761 kg),[57] the rocket flew in its expendable configuration and the first-stage booster was not recovered.[12]","Due to the satellite's heavy mass (6,761 kg),[57] the rocket flew in its expendable configuration and the first-stage booster was not recovered.[12]",2017
14 July 06:36:49,Soyuz-2.1a / Fregat-M,Soyuz-2.1a / Fregat-M,,Baikonur Site 31/6,Baikonur Site 31/6,Roscosmos,Roscosmos,2017
14 July 06:36:49,,,,,,,,2017
14 July 06:36:49,,Kanopus-V-IK[64],Roscosmos,Low Earth (SSO),Earth observation,In orbit,Operational,2017
14 July 06:36:49,,CICERO × 3,GeoOptics,Low Earth (SSO),Earth observation,In orbit,Operational,2017
14 July 06:36:49,,Flying Laptop,Institute of Space Systems,Low Earth (SSO),Technology demonstration,In orbit,Operational,2017
14 July 06:36:49,,NORSAT-1,Norsk Romsenter,Low Earth (SSO),Technology demonstration,In orbit,Operational,2017
14 July 06:36:49,,NORSAT-2,Norsk Romsenter,Low Earth (SSO),Technology demonstration,In orbit,Operational,2017
14 July 06:36:49,,TechnoSat,TU Berlin,Low Earth (SSO),Technology demonstration,In orbit,Operational,2017
14 July 06:36:49,,WNISAT-1R,Weathernews,Low Earth (SSO),Earth observation,In orbit,Operational,2017
14 July 06:36:49,,"⚀ Corvus-BC 1, 2 (Lanmapper-BC 1, 2)",Astro Digital,Low Earth (SSO),Earth observation,In orbit,Failure[65],2017
14 July 06:36:49,,⚀ / Ecuador-UTE-YuZGU,UTE / YuZGU,Low Earth (SSO),Technology demonstration,In orbit,Operational,2017
14 July 06:36:49,,⚀ Flock-2k × 48,Planet Labs,Low Earth (SSO),Earth observation,In orbit,Operational,2017
14 July 06:36:49,,⚀ Iskra-MAI-85,MAI,Low Earth (SSO),Technology demonstration,In orbit,Operational,2017
14 July 06:36:49,,⚀ Lemur-2 × 8,Spire Global,Low Earth (SSO),Earth observation,In orbit,Operational,2017
14 July 06:36:49,,⚀ Mayak,MPU,Low Earth (SSO),Technology demonstration,In orbit,Partial failure,2017
14 July 06:36:49,,⚀ MKA-N × 2,Roscosmos / Dauria Aerospace,Low Earth (SSO),Earth observation,In orbit,Failure[60][66],2017
14 July 06:36:49,,⚀ NanoACE,Tyvak Nano-Satellite Systems,Low Earth (SSO),Technology demonstration,In orbit,Operational,2017
14 July 06:36:49,,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],2017
27 July,Simorgh,Simorgh,,Semnan,Semnan,ISA,ISA,2017
27 July,,,,,,,,2017
27 July,,,ISA,Low Earth,,27 July 2017,Launch failure,2017
27 July,,"The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally, the United States, France, Germany and Britain have condemned Iran's test of a satellite-launching rocket.[73]","The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally, the United States, France, Germany and Britain have condemned Iran's test of a satellite-launching rocket.[73]","The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally, the United States, France, Germany and Britain have condemned Iran's test of a satellite-launching rocket.[73]","The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally, the United States, France, Germany and Britain have condemned Iran's test of a satellite-launching rocket.[73]","The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally, the United States, France, Germany and Britain have condemned Iran's test of a satellite-launching rocket.[73]","The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally, the United States, France, Germany and Britain have condemned Iran's test of a satellite-launching rocket.[73]",2017
28 July[74] 15:41[75],Soyuz-FG,Soyuz-FG,,Baikonur Site 1/5,Baikonur Site 1/5,Roscosmos,Roscosmos,2017
28 July[74] 15:41[75],,,,,,,,2017
28 July[74] 15:41[75],,Soyuz MS-05 / 51S,Roscosmos,Low Earth (ISS),Expedition 52/53,14 December 2017 08:48,Successful,2017
28 July[74] 15:41[75],,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → August[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → August[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → August[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → August[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → August[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → August[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → August[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → August[edit],2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec →,,,,,,,,2017
2 August 01:58,Vega,Vega,,Kourou ELV,Kourou ELV,Arianespace,Arianespace,2017
2 August 01:58,,,,,,,,2017
2 August 01:58,,OPTSAT-3000,Italian Defense Ministry,Low Earth (SSO),IMINT (Reconnaissance),In orbit,Operational,2017
2 August 01:58,,/ VENμS,ISA / CNES,Low Earth (SSO),Earth observation,In orbit,Operational,2017
14 August 16:31,Falcon 9 Block 4,Falcon 9 Block 4,F9-039,Kennedy LC-39A,Kennedy LC-39A,SpaceX,SpaceX,2017
14 August 16:31,,,,,,,,2017
14 August 16:31,,SpaceX CRS-12,NASA,Low Earth (ISS),ISS logistics,17 September 2017,Successful,2017
14 August 16:31,,⚀ OSIRIS-3U,Penn State,Low Earth,Space weather,7 March 2019[81],Successful,2017
14 August 16:31,,Kestrel Eye 2M,U.S. Army,Low Earth,Reconnaissance,28 August 2021[82],Successful,2017
14 August 16:31,,⚀ Dellingr/RBLE,GSFC,Low Earth,Technology demonstration / Heliophysics,In orbit,Operational,2017
14 August 16:31,,⚀ ASTERIA,MIT/JPL,Low Earth,Technology demonstration,In orbit,Successful[83],2017
14 August 16:31,,"First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station, and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]","First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station, and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]","First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station, and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]","First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station, and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]","First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station, and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]","First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station, and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]",2017
16 August 22:07,Proton-M / Briz-M,Proton-M / Briz-M,?[37],Baikonur Site 81/24,Baikonur Site 81/24,RVSN RF,RVSN RF,2017
16 August 22:07,,,,,,,,2017
16 August 22:07,,Blagovest-11L[84],VKS,Geosynchronous,Communications (military),In orbit,Operational,2017
18 August 12:29,Atlas V 401,Atlas V 401,AV-074,Cape Canaveral SLC-41,Cape Canaveral SLC-41,United Launch Alliance,United Launch Alliance,2017
18 August 12:29,,,,,,,,2017
18 August 12:29,,TDRS-M,NASA,Geosynchronous,Communications,In orbit,Operational,2017
19 August 05:29,H-IIA 204,H-IIA 204,F35,Tanegashima LA-Y1,Tanegashima LA-Y1,MHI,MHI,2017
19 August 05:29,,,,,,,,2017
19 August 05:29,,QZS-3,CAO,Geosynchronous,Navigation,In orbit,Operational,2017
24 August 18:50,Falcon 9 Full Thrust,Falcon 9 Full Thrust,F9-040,Vandenberg SLC-4E,Vandenberg SLC-4E,SpaceX,SpaceX,2017
24 August 18:50,,,,,,,,2017
24 August 18:50,,FormoSat-5,NSPO,Low Earth (SSO),Earth observation,In orbit,Operational,2017
26 August 06:04,Minotaur IV / Orion 38,Minotaur IV / Orion 38,,Cape Canaveral SLC-46,Cape Canaveral SLC-46,Orbital ATK,Orbital ATK,2017
26 August 06:04,,,,,,,,2017
26 August 06:04,,ORS-5,ORS,Low Earth,Space surveillance,In orbit,Operational,2017
31 August 13:30,PSLV-XL,PSLV-XL,C39,Satish Dhawan FLP,Satish Dhawan FLP,ISRO,ISRO,2017
31 August 13:30,,,,,,,,2017
31 August 13:30,,IRNSS-1H,ISRO,Geosynchronous,Navigation,2 March 2019,Launch failure,2017
31 August 13:30,,"Payload fairing failed to separate, leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage, along with IRNSS-1H, re-entered the atmosphere together on 2 March 2019.[86]","Payload fairing failed to separate, leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage, along with IRNSS-1H, re-entered the atmosphere together on 2 March 2019.[86]","Payload fairing failed to separate, leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage, along with IRNSS-1H, re-entered the atmosphere together on 2 March 2019.[86]","Payload fairing failed to separate, leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage, along with IRNSS-1H, re-entered the atmosphere together on 2 March 2019.[86]","Payload fairing failed to separate, leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage, along with IRNSS-1H, re-entered the atmosphere together on 2 March 2019.[86]","Payload fairing failed to separate, leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage, along with IRNSS-1H, re-entered the atmosphere together on 2 March 2019.[86]",2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → September[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → September[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → September[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → September[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → September[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → September[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → September[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → September[edit],2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec →,,,,,,,,2017
7 September 14:00,Falcon 9 Block 4,Falcon 9 Block 4,F9-041,Kennedy LC-39A,Kennedy LC-39A,SpaceX,SpaceX,2017
7 September 14:00,,,,,,,,2017
7 September 14:00,,X-37B / OTV-5 / USA-277,U.S. Air Force,Low Earth,Technology demonstration (classified),27 October 2019 07:51,Successful[87],2017
11 September 19:23:41,Proton-M / Briz-M,Proton-M / Briz-M,935-65[37],Baikonur Site 200/39,Baikonur Site 200/39,International Launch Services,International Launch Services,2017
11 September 19:23:41,,,,,,,,2017
11 September 19:23:41,,Amazonas 5,Hispasat,Geosynchronous,Communications,In orbit,Operational,2017
12 September 21:17:02,Soyuz-FG,Soyuz-FG,,Baikonur Site 1/5,Baikonur Site 1/5,Roscosmos,Roscosmos,2017
12 September 21:17:02,,,,,,,,2017
12 September 21:17:02,,Soyuz MS-06 / 52S,Roscosmos,Low Earth (ISS),Expedition 53/54,In orbit,Operational,2017
12 September 21:17:02,,Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],2017
22 September 00:02:32,Soyuz-2.1b / Fregat-M,Soyuz-2.1b / Fregat-M,,Plesetsk Site 43/4,Plesetsk Site 43/4,RVSN RF,RVSN RF,2017
22 September 00:02:32,,,,,,,,2017
22 September 00:02:32,,Kosmos 2522 / GLONASS-M 752,VKS,Medium Earth,Navigation,In orbit,Operational,2017
24 September 05:49:47,Atlas V 541,Atlas V 541,AV-072,Vandenberg SLC-3E,Vandenberg SLC-3E,United Launch Alliance,United Launch Alliance,2017
24 September 05:49:47,,,,,,,,2017
24 September 05:49:47,,NROL-42 / Trumpet / USA-278,NRO,Low Earth,Reconnaissance,In orbit,Operational,2017
28 September 18:52:16,Proton-M / Briz-M,Proton-M / Briz-M,937-03[37],Baikonur Site 200/39,Baikonur Site 200/39,International Launch Services,International Launch Services,2017
28 September 18:52:16,,,,,,,,2017
28 September 18:52:16,,AsiaSat 9,AsiaSat,Geosynchronous,Communications,In orbit,Operational,2017
29 September 04:21,Long March 2C,Long March 2C,2C-Y29[89],Xichang LC-3,Xichang LC-3,CASC,CASC,2017
29 September 04:21,,,,,,,,2017
29 September 04:21,,Yaogan-30 A,CAS,Low Earth,Technology demonstration,In orbit,Operational,2017
29 September 04:21,,Yaogan-30 B,CAS,Low Earth,Technology demonstration,In orbit,Operational,2017
29 September 04:21,,Yaogan-30 C,CAS,Low Earth,Technology demonstration,In orbit,Operational,2017
29 September 21:47,Ariane 5 ECA,Ariane 5 ECA,VA239,Kourou ELA-3,Kourou ELA-3,Arianespace,Arianespace,2017
29 September 21:47,,,,,,,,2017
29 September 21:47,,Intelsat 37e,Intelsat,Geosynchronous,Communications,In orbit,Operational,2017
29 September 21:47,,BSAT-4a,BSAT,Geosynchronous,Communications,In orbit,Operational,2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → October[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → October[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → October[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → October[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → October[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → October[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → October[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → October[edit],2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec →,,,,,,,,2017
9 October 04:13,Long March 2D,Long March 2D,2D-Y30[89],Jiuquan SLS-2,Jiuquan SLS-2,CASC,CASC,2017
9 October 04:13,,,,,,,,2017
9 October 04:13,,VRSS-2,ABAE / MPPCTII,Low Earth (SSO),Earth observation,In orbit,Operational,2017
9 October 12:37,Falcon 9 Block 4,Falcon 9 Block 4,F9-042,Vandenberg SLC-4E,Vandenberg SLC-4E,SpaceX,SpaceX,2017
9 October 12:37,,,,,,,,2017
9 October 12:37,,Iridium NEXT 21–30,Iridium,Low Earth,Communications,In orbit,Operational,2017
9 October 22:01:37,H-IIA 202,H-IIA 202,F36,Tanegashima LA-Y1,Tanegashima LA-Y1,MHI,MHI,2017
9 October 22:01:37,,,,,,,,2017
9 October 22:01:37,,QZS-4,CAO,Tundra,Navigation,In orbit,Operational,2017
11 October 22:53,Falcon 9 Full Thrust,Falcon 9 Full Thrust,F9-043,Kennedy LC-39A,Kennedy LC-39A,SpaceX,SpaceX,2017
11 October 22:53,,,,,,,,2017
11 October 22:53,,SES-11 / EchoStar 105,SES S.A. / EchoStar,Geosynchronous,Communications,In orbit,Operational,2017
11 October 22:53,,Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],2017
13 October 09:27:44,Rokot / Briz-KM,Rokot / Briz-KM,,Plesetsk Site 133/3,Plesetsk Site 133/3,/ Eurockot,/ Eurockot,2017
13 October 09:27:44,,,,,,,,2017
13 October 09:27:44,,Sentinel-5 Precursor,ESA,Low Earth (SSO),Earth observation,In orbit,Operational,2017
14 October 08:46:53,Soyuz-2.1a,Soyuz-2.1a,,Baikonur Site 31/6,Baikonur Site 31/6,Roscosmos,Roscosmos,2017
14 October 08:46:53,,,,,,,,2017
14 October 08:46:53,,Progress MS-07 / 68P,Roscosmos,Low Earth (ISS),ISS logistics,26 April 2018,Successful,2017
14 October 08:46:53,,/ Iskra 5,Moscow Aviation Institute / Space Kidz India,Low Earth,Communications,,,2017
14 October 08:46:53,,"Originally intended to debut a new two-orbit rendezvous profile, profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91]","Originally intended to debut a new two-orbit rendezvous profile, profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91]","Originally intended to debut a new two-orbit rendezvous profile, profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91]","Originally intended to debut a new two-orbit rendezvous profile, profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91]","Originally intended to debut a new two-orbit rendezvous profile, profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91]","Originally intended to debut a new two-orbit rendezvous profile, profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91]",2017
15 October 07:28,Atlas V 421,Atlas V 421,AV-075,Cape Canaveral SLC-41,Cape Canaveral SLC-41,United Launch Alliance,United Launch Alliance,2017
15 October 07:28,,,,,,,,2017
15 October 07:28,,NROL-52 / Quasar 21 / USA-279,NRO,Geosynchronous (TBC)[92],Communications (military),In orbit,Operational,2017
30 October 19:34,Falcon 9 Block 4,Falcon 9 Block 4,F9-044,Kennedy LC-39A,Kennedy LC-39A,SpaceX,SpaceX,2017
30 October 19:34,,,,,,,,2017
30 October 19:34,,Koreasat 5A,KT Corporation,Geosynchronous,Communications,In orbit,Operational,2017
31 October 21:37,Minotaur-C,Minotaur-C,,Vandenberg LC-576E,Vandenberg LC-576E,Orbital ATK,Orbital ATK,2017
31 October 21:37,,,,,,,,2017
31 October 21:37,,SkySat × 6,Terra Bella,Low Earth,Earth observation,In orbit,Operational,2017
31 October 21:37,,⚀ Flock-3m × 4,Planet Labs,Low Earth,Earth observation,In orbit,Operational,2017
31 October 21:37,,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → November[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → November[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → November[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → November[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → November[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → November[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → November[edit],← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec → November[edit],2017
← Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec →,,,,,,,,2017
5 November 11:45:00,Long March 3B / YZ-1,Long March 3B / YZ-1,3B-Y46[6],Xichang,Xichang,CASC,CASC,2017
5 November 11:45:00,,,,,,,,2017
5 November 11:45:00,,BeiDou-3 M1,CNSA,Medium Earth,Navigation,In orbit,Operational,2017
5 November 11:45:00,,BeiDou-3 M2,CNSA,Medium Earth,Navigation,In orbit,Operational,2017
8 November 01:42:30,Vega,Vega,,Kourou ELV,Kourou ELV,Arianespace,Arianespace,2017
8 November 01:42:30,,,,,,,,2017
8 November 01:42:30,,Mohammed VI-A (MN35-13),Morocco,Low Earth,Earth observation,In orbit,Operational,2017
12 November 12:19:51[94],Antares 230,Antares 230,,MARS LP-0A,MARS LP-0A,Orbital ATK,Orbital ATK,2017
